"X" "Y"
"1" 4.86107034515589 225.003995594362
"2" 5.48587378999218 217.815087892058
"3" 2.59023104794323 213.289147539946
"4" 3.46954186935909 222.60174982483
"5" 2.94859145581722 212.322985993432
"6" 8.79724991042167 232.771731058507
"7" 1.4446908463724 212.01616733918
"8" 2.88221439975314 217.120923450436
"9" 4.07451170077547 207.878481946828
"10" 4.34492901293561 212.860544945425
"11" 2.22978150728159 211.53421340212
"12" 7.08442909875885 205.494878423512
"13" 1.4076991523616 223.747135794142
"14" 6.87448896560818 193.081801769881
"15" 9.94659410044551 130.888087304927
"16" 7.09873617766425 215.460110928247
"17" 9.26690657180734 123.636679644006
"18" 5.16200446942821 309.85108431403
"19" 6.14273319905624 194.738056295905
"20" 5.06744938902557 210.353422300643
"21" 2.50936308945529 211.722659851532
"22" 1.61435217550024 211.825054947909
"23" 9.07219624356367 188.205180270319
"24" 3.46453325473703 212.958939603317
"25" 9.37175906123593 244.795521480424
"26" 5.86775075038895 576.467666240181
"27" 7.29375485097989 166.946836425803
"28" 8.50699689984322 225.447993641191
"29" 1.11063927784562 211.39440425317
"30" 9.6426316301804 129.776717367065
"31" 7.12636526906863 184.698963401944
"32" 1.76274092379026 214.715382860956
"33" 9.7262924220413 204.14271331741
"34" 2.04435827117413 212.170072775909
"35" 8.8917504476849 500.946836476863
"36" 4.48907423415221 206.390072281869
"37" 9.18699237750843 153.974648996629
"38" 7.74690649728291 261.457356281337
"39" 8.83688526717015 871.755069294666
"40" 6.15468428633176 219.302730527369
"41" 9.13105811877176 192.776071440903
"42" 2.81821479508653 217.723128848632
"43" 7.18090695003048 207.173313510429
"44" 4.68908073706552 215.189396485699
"45" 9.48423665389419 156.253489251969
"46" 6.22763977851719 469.757698302845
"47" 6.60345571348444 221.775844981517
"48" 8.90260643931106 172.626098468881
"49" 1.89368585660122 213.837690612371
"50" 9.53166751586832 195.944605485876
"51" 5.68454141588882 210.349124708913
"52" 7.90512908087112 143.074027236465
"53" 5.39961147960275 206.918834192092
"54" 1.9071661257185 213.20386898099
"55" 5.6598076664377 183.686867057515
"56" 6.35712946206331 231.46572287564
"57" 2.83113412000239 210.820526754824
"58" 3.75249260989949 338.884165178648
"59" 1.89887691591866 231.668018541248
"60" 3.96543848514557 205.091692340817
"61" 3.69382558879443 223.197467764472
"62" 9.00794895365834 960.18573608675
"63" 4.37865254213102 213.195153755498
"64" 6.20857935585082 195.17334839911
"65" 1.17423389409669 212.777319536764
"66" 6.09228636068292 207.91194430661
"67" 2.18827991979197 213.9514574117
"68" 3.8074529375881 215.411611777172
"69" 3.11693469295278 226.713831351505
"70" 6.68694533011876 241.935889823798
"71" 5.45597048080526 217.358710377755
"72" 6.60243764542975 207.153264160691
"73" 5.9278905976098 216.287523430123
"74" 9.12287305411883 183.272319206777
"75" 7.30250895046629 156.068028646325
"76" 1.48366818809882 211.538995078975
"77" 7.80124055640772 187.043012944424
"78" 2.39288692455739 210.873018441339
"79" 2.15802164957859 211.478642355402
"80" 2.00530768628232 215.137212207349
"81" 3.10876282770187 210.996691698479
"82" 9.21005997224711 178.670991186143
"83" 8.03407443105243 841.051749985671
"84" 5.98226428427733 229.175340190392
"85" 2.59948834241368 214.857796557151
"86" 9.78345686127432 125.458669533283
"87" 7.13512170710601 205.887448709438
"88" 7.51150591834448 204.791078242175
"89" 8.35681628924794 215.345829390899
"90" 1.1996582201682 211.995540193493
"91" 5.48401080095209 219.521206825034
"92" 7.15070077753626 230.337018601442
"93" 2.62160705332644 209.00311054754
"94" 8.57767087151296 233.287946752393
"95" 8.00721865193918 292.122811568708
"96" 6.38456523744389 218.268966955853
"97" 7.53774485434406 184.450172734953
"98" 5.25454539316706 200.569651674822
"99" 6.88151073106565 226.974408023327
"100" 5.8422719440423 202.749685441813
"101" 7.22852154751308 227.738701824822
"102" 9.42172963358462 862.215323356706
"103" 9.65240960218944 231.65872125306
"104" 6.56137204472907 206.330617536478
"105" 5.00574089586735 214.785889887359
"106" 4.88361515011638 212.292789871873
"107" 3.67712977854535 207.679211952186
"108" 4.3981332690455 202.298257889279
"109" 3.38437112793326 211.276863237769
"110" 8.49553337320685 350.223879239611
"111" 9.08430608198978 184.610818434551
"112" 1.84831204148941 212.36695387513
"113" 2.59504728741013 215.543013152933
"114" 9.6625432476867 147.481515323766
"115" 2.26569381332956 237.386068435291
"116" 4.12963312654756 208.334661625068
"117" 4.07211406575516 229.779646656494
"118" 9.88968721195124 818.590355330979
"119" 1.4493488187436 212.644946111372
"120" 6.60249655973166 234.831474174245
"121" 6.45297363516875 168.948968658227
"122" 2.21884149336256 215.963468502027
"123" 9.56019951426424 204.362269973671
"124" 7.33836484001949 144.578119896804
"125" 1.55503275734372 213.83111496059
"126" 1.2790527951438 212.092740901887
"127" 4.36993439891376 213.29481599916
"128" 2.42028274550103 212.792509912304
"129" 2.27829295583069 211.225797995098
"130" 1.34612687979825 212.046034808152
"131" 1.41633535409346 211.654285384294
"132" 8.20115865813568 201.412766225
"133" 4.93141462514177 189.556578658725
"134" 9.09368236386217 168.297250724397
"135" 4.94353867298923 209.562339799119
"136" 5.67321370961145 205.899825660034
"137" 3.42722704657353 215.343553755648
"138" 5.48394805612043 166.219112675679
"139" 4.76472276751883 189.688203505271
"140" 5.70513277011923 173.133743662065
"141" 5.09505744604394 216.953142783062
"142" 9.82462062872946 118.67979070274
"143" 9.83398189232685 191.140865309633
"144" 7.51660322817042 206.565323013186
"145" 9.25408320082352 137.494357715485
"146" 9.0508529341314 166.241467884132
"147" 5.86728066182695 226.004950104963
"148" 3.16380955185741 217.780529467568
"149" 9.13920348882675 176.145193447605
"150" 4.02682127221487 201.141118772423
"151" 6.99634079495445 223.996098494789
"152" 7.34657639358193 183.443132420205
"153" 8.31287402147427 202.62151640313
"154" 1.07677858509123 211.859425216153
"155" 6.49334806832485 181.010004077056
"156" 7.91040622442961 205.962164615823
